,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,comments,org,repo
84,MERGED,MDExOlB1bGxSZXF1ZXN0MjkyOTI5ODAx,MDEV-16508 spider: sql_mode not maintained between spider node and da…,https://github.com/MariaDB/server/pull/1347,2019-06-28T18:34:39Z,2019-06-28T18:45:43Z,2019-06-28T18:35:49Z,{'edges': []},1347,CONTRIBUTOR,Kentoku,{'login': 'Kentoku'},{'oid': 'd4bdf1c0b67b19180e461411c9494137456e0e77'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-28T18:34:55Z', 'updatedAt': '2019-06-28T18:34:55Z', 'url': 'https://github.com/MariaDB/server/pull/1347#issuecomment-506836166', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
85,MERGED,MDExOlB1bGxSZXF1ZXN0MjkyODY2NTE5,"MDEV-17402 slave_transaction_retry_errors=""12701"" won't be enabled",https://github.com/MariaDB/server/pull/1346,2019-06-28T15:04:01Z,2019-06-28T15:05:53Z,2019-06-28T15:05:35Z,{'edges': []},1346,CONTRIBUTOR,Kentoku,{'login': 'Kentoku'},{'oid': '1635ea9474dc84d1e9a8f8dd6f6cce1c47473b5c'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-28T15:04:31Z', 'updatedAt': '2019-06-28T15:04:31Z', 'url': 'https://github.com/MariaDB/server/pull/1346#issuecomment-506767340', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
86,MERGED,MDExOlB1bGxSZXF1ZXN0MjkyNDE0NDcz,MDEV-19847: Update mysqladmin man page,https://github.com/MariaDB/server/pull/1345,2019-06-27T12:37:21Z,2019-07-01T08:09:41Z,2019-07-01T08:09:41Z,{'edges': []},1345,CONTRIBUTOR,iangilfillan,{'login': 'svoj'},{'oid': 'c5c515130cac1ae05b21a7836da91a4a1ffc677a'},{'edges': []},MariaDB,server
87,CLOSED,MDExOlB1bGxSZXF1ZXN0MjkwNzY2MjM5,MDEV-19831 find_select_handler() now tries its best to find a handler…,https://github.com/MariaDB/server/pull/1344,2019-06-21T22:33:47Z,2019-09-05T19:25:23Z,2019-09-05T19:25:17Z,{'edges': []},1344,NONE,drrtuy,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-21T22:33:54Z', 'updatedAt': '2019-08-14T20:02:10Z', 'url': 'https://github.com/MariaDB/server/pull/1344#issuecomment-504593645', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
88,CLOSED,MDExOlB1bGxSZXF1ZXN0MjkwMTkwMTA1, - wsrep-lib update (streaming replication cleanups and voting support),https://github.com/MariaDB/server/pull/1343,2019-06-20T12:14:15Z,2019-06-23T11:10:58Z,2019-06-23T11:10:58Z,{'edges': []},1343,CONTRIBUTOR,ayurchen,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-20T12:14:23Z', 'updatedAt': '2019-06-21T10:27:59Z', 'url': 'https://github.com/MariaDB/server/pull/1343#issuecomment-504002091', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-23T11:10:58Z', 'updatedAt': '2019-06-23T11:10:58Z', 'url': 'https://github.com/MariaDB/server/pull/1343#issuecomment-504741700', 'author': {'login': 'ayurchen'}}}]}",MariaDB,server
89,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg5MTE5OTg4,MDEV-18940 Galera: Rolling upgrade: all nodes except upgraded node5 failed with Assertion `meta->gtid.seqno == wsrep_thd_trx_seqno(thd)' with SEQUENCEs,https://github.com/MariaDB/server/pull/1342,2019-06-18T06:14:48Z,2019-06-18T12:14:18Z,2019-06-18T09:29:55Z,{'edges': []},1342,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': '03f3ba2dcb07a672f9c1d87489b9ec88af62a96f'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-18T06:14:57Z', 'updatedAt': '2019-06-18T12:14:18Z', 'url': 'https://github.com/MariaDB/server/pull/1342#issuecomment-502962756', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
90,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg5MTEwNTQz,MDEV-19883 [MIPS] repair_symlink-5543 fails: ELOOP is 90,https://github.com/MariaDB/server/pull/1341,2019-06-18T05:25:22Z,2019-07-01T10:13:37Z,2019-07-01T10:13:36Z,{'edges': [{'node': {'name': 'license-mca'}}]},1341,CONTRIBUTOR,wzssyqa,{'login': 'cvicentiu'},{'oid': '3816c411bf5ae2814278c24b459898b9e386d5c8'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-18T05:25:29Z', 'updatedAt': '2019-06-22T03:55:11Z', 'url': 'https://github.com/MariaDB/server/pull/1341#issuecomment-502952316', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-18T05:34:42Z', 'updatedAt': '2019-06-18T05:34:42Z', 'url': 'https://github.com/MariaDB/server/pull/1341#issuecomment-502954099', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-18T12:05:59Z', 'updatedAt': '2019-06-18T12:06:15Z', 'url': 'https://github.com/MariaDB/server/pull/1341#issuecomment-503075066', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-18T12:07:42Z', 'updatedAt': '2019-06-18T12:07:42Z', 'url': 'https://github.com/MariaDB/server/pull/1341#issuecomment-503075589', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-22T03:56:20Z', 'updatedAt': '2019-06-22T03:56:20Z', 'url': 'https://github.com/MariaDB/server/pull/1341#issuecomment-504625262', 'author': {'login': 'wzssyqa'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-27T09:59:48Z', 'updatedAt': '2019-06-27T09:59:48Z', 'url': 'https://github.com/MariaDB/server/pull/1341#issuecomment-506280804', 'author': {'login': 'an3l'}}}]}",MariaDB,server
91,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg5MDgxOTU2,MDEV-19884 systemd multiinstance - doc fix - version number,https://github.com/MariaDB/server/pull/1340,2019-06-18T02:18:29Z,2019-07-01T11:17:55Z,2019-07-01T11:01:14Z,{'edges': [{'node': {'name': 'license-mca'}}]},1340,CONTRIBUTOR,grooverdan,{'login': 'cvicentiu'},{'oid': '747dccfe23e46b928b005669124e7ad94a1fdefb'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-18T02:18:37Z', 'updatedAt': '2019-06-24T14:02:59Z', 'url': 'https://github.com/MariaDB/server/pull/1340#issuecomment-502918700', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
92,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg4NzkzMzg4,"MDEV-18832 Galera: 10.4 node crashed with Assertion `state() == s_committing' if you create SEQUENCE, use it, then drop and recreate and use again",https://github.com/MariaDB/server/pull/1339,2019-06-17T10:51:21Z,2019-06-18T12:15:25Z,2019-06-18T09:36:30Z,{'edges': []},1339,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': '48570eb65cee840be46497c8411a147280e404c5'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-17T10:51:29Z', 'updatedAt': '2019-06-18T12:15:25Z', 'url': 'https://github.com/MariaDB/server/pull/1339#issuecomment-502633783', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
93,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg4MjE1NTI1,MDEV-19758 - Apply valid parameter type for test case in i_s_parameters.test,https://github.com/MariaDB/server/pull/1338,2019-06-14T07:36:31Z,2019-06-25T07:13:58Z,2019-06-25T07:10:14Z,{'edges': []},1338,CONTRIBUTOR,an3l,{'login': 'svoj'},{'oid': '69be8f3c5bdd507fa924194f8b15f6bc90a01f3b'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-25T07:10:18Z', 'updatedAt': '2019-06-25T07:10:18Z', 'url': 'https://github.com/MariaDB/server/pull/1338#issuecomment-505317145', 'author': {'login': 'svoj'}}}]}",MariaDB,server
94,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg3ODA3NzQ5,MDEV-19757 - Fix LEX_CSTRING passed as argument of printf-like functions,https://github.com/MariaDB/server/pull/1337,2019-06-13T08:07:21Z,2019-06-17T09:42:09Z,2019-06-17T09:21:31Z,{'edges': []},1337,CONTRIBUTOR,FooBarrior,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-13T21:16:10Z', 'updatedAt': '2019-06-13T21:16:10Z', 'url': 'https://github.com/MariaDB/server/pull/1337#issuecomment-501881827', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-14T06:19:10Z', 'updatedAt': '2019-06-14T06:19:10Z', 'url': 'https://github.com/MariaDB/server/pull/1337#issuecomment-501983653', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-16T04:03:55Z', 'updatedAt': '2019-06-16T04:03:55Z', 'url': 'https://github.com/MariaDB/server/pull/1337#issuecomment-502418030', 'author': {'login': 'FooBarrior'}}}]}",MariaDB,server
95,OPEN,MDExOlB1bGxSZXF1ZXN0Mjg3NzkyMDE4,MDEV-17091 - Assertion `old_part_id == m_last_part' failed in ha_partition::update…,https://github.com/MariaDB/server/pull/1336,2019-06-13T07:18:00Z,2019-06-18T16:05:35Z,,{'edges': []},1336,CONTRIBUTOR,FooBarrior,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-14T12:47:47Z', 'updatedAt': '2019-06-14T12:57:12Z', 'url': 'https://github.com/MariaDB/server/pull/1336#issuecomment-502096295', 'author': {'login': 'an3l'}}}]}",MariaDB,server
96,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg3Nzc2MTM5,mysql-test-run: mention --force in --max-test-fail description,https://github.com/MariaDB/server/pull/1335,2019-06-13T06:19:11Z,2019-06-14T14:36:55Z,2019-06-14T14:36:55Z,{'edges': []},1335,CONTRIBUTOR,FooBarrior,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-13T06:32:21Z', 'updatedAt': '2019-06-13T06:32:21Z', 'url': 'https://github.com/MariaDB/server/pull/1335#issuecomment-501568265', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-14T12:50:55Z', 'updatedAt': '2019-06-14T12:50:55Z', 'url': 'https://github.com/MariaDB/server/pull/1335#issuecomment-502097221', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-14T14:36:55Z', 'updatedAt': '2019-06-14T14:36:55Z', 'url': 'https://github.com/MariaDB/server/pull/1335#issuecomment-502133927', 'author': {'login': 'midenok'}}}]}",MariaDB,server
97,OPEN,MDExOlB1bGxSZXF1ZXN0Mjg3NzcwMTYy,MDEV-17891 Assertion failures in select_insert::abort_result_set and …,https://github.com/MariaDB/server/pull/1334,2019-06-13T05:50:44Z,2019-06-13T06:56:10Z,,{'edges': []},1334,CONTRIBUTOR,FooBarrior,,,{'edges': []},MariaDB,server
98,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg3NDg2NzI5,MDEV-19756 - Removing obsolete register keyword,https://github.com/MariaDB/server/pull/1333,2019-06-12T12:35:12Z,2019-09-20T21:21:12Z,2019-09-20T21:21:11Z,{'edges': [{'node': {'name': 'license-mca'}}]},1333,CONTRIBUTOR,devnexen,{'login': 'cvicentiu'},{'oid': '631c5ab45f7dfa22dccd6ba7521301e74c1c61e4'},"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-18T12:52:51Z', 'updatedAt': '2019-06-18T12:52:51Z', 'url': 'https://github.com/MariaDB/server/pull/1333#issuecomment-503111726', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-18T13:36:51Z', 'updatedAt': '2019-06-19T17:38:36Z', 'url': 'https://github.com/MariaDB/server/pull/1333#issuecomment-503138539', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-18T13:37:13Z', 'updatedAt': '2019-06-18T13:37:13Z', 'url': 'https://github.com/MariaDB/server/pull/1333#issuecomment-503138686', 'author': {'login': 'devnexen'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-18T14:10:00Z', 'updatedAt': '2019-06-18T14:11:25Z', 'url': 'https://github.com/MariaDB/server/pull/1333#issuecomment-503152674', 'author': {'login': 'Buggynours'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-18T15:03:26Z', 'updatedAt': '2019-06-18T15:03:26Z', 'url': 'https://github.com/MariaDB/server/pull/1333#issuecomment-503176749', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server
99,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg3NDgxNjk1, System versioning tasks,https://github.com/MariaDB/server/pull/1332,2019-06-12T12:21:28Z,2019-07-30T02:43:27Z,2019-06-17T10:29:09Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1332,CONTRIBUTOR,midenok,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-17T08:45:38Z', 'updatedAt': '2019-07-30T02:43:27Z', 'url': 'https://github.com/MariaDB/server/pull/1332#issuecomment-502591585', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-17T10:29:09Z', 'updatedAt': '2019-06-27T12:50:23Z', 'url': 'https://github.com/MariaDB/server/pull/1332#issuecomment-502627390', 'author': {'login': 'midenok'}}}]}",MariaDB,server
100,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg3NDMwMjI4,MDEV-19563 Removed references to deprecated option innodb_locks_unsaf…,https://github.com/MariaDB/server/pull/1331,2019-06-12T09:53:07Z,2019-08-01T05:00:19Z,2019-06-12T10:03:02Z,{'edges': []},1331,CONTRIBUTOR,sjaakola,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-12T10:03:01Z', 'updatedAt': '2019-06-12T10:03:01Z', 'url': 'https://github.com/MariaDB/server/pull/1331#issuecomment-501206258', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
101,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg3NDA4MDk2,MDEV-6275 spider_same_server_link not enforced,https://github.com/MariaDB/server/pull/1330,2019-06-12T08:55:34Z,2019-06-28T15:06:29Z,2019-06-12T10:30:51Z,{'edges': []},1330,CONTRIBUTOR,Kentoku,{'login': 'Kentoku'},{'oid': '8e3a4be45c551883d37e5598f0b4108ccf31521c'},{'edges': []},MariaDB,server
102,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg2NzQzMjgz,MDEV-19636 Usage message for plugin activation option doesn't mention…,https://github.com/MariaDB/server/pull/1329,2019-06-10T16:22:53Z,2019-07-02T09:18:56Z,2019-07-02T09:07:09Z,{'edges': []},1329,CONTRIBUTOR,an3l,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-17T06:17:06Z', 'updatedAt': '2019-07-01T17:51:52Z', 'url': 'https://github.com/MariaDB/server/pull/1329#issuecomment-502548952', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-02T09:07:09Z', 'updatedAt': '2019-07-02T09:07:09Z', 'url': 'https://github.com/MariaDB/server/pull/1329#issuecomment-507589885', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
103,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg2NzIyMDg1,MDEV-16249 CHECKSUM TABLE for a spider table is not parallel and save…,https://github.com/MariaDB/server/pull/1328,2019-06-10T15:23:52Z,2019-06-28T15:06:53Z,2019-06-10T15:25:09Z,{'edges': []},1328,CONTRIBUTOR,Kentoku,{'login': 'Kentoku'},{'oid': 'be5c432a42eed10535354f31dfd6daa07095e555'},{'edges': []},MariaDB,server
104,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg2MjEzNTM4,MDEV-19755: Switch Perl DBI scripts from DBD::mysql to DBD::MariaDB driver,https://github.com/MariaDB/server/pull/1327,2019-06-07T14:32:41Z,2019-07-22T09:46:49Z,2019-07-19T10:45:04Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1327,CONTRIBUTOR,pali,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T14:36:58Z', 'updatedAt': '2019-06-07T14:36:58Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-499909931', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T14:50:35Z', 'updatedAt': '2019-06-07T14:50:35Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-499915224', 'author': {'login': 'pali'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-07T14:51:43Z', 'updatedAt': '2019-06-07T14:51:43Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-499915623', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-10T13:57:45Z', 'updatedAt': '2019-06-10T13:57:45Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-500426149', 'author': {'login': 'pali'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-10T18:24:07Z', 'updatedAt': '2019-06-10T18:24:07Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-500534888', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-12T12:07:49Z', 'updatedAt': '2019-06-12T12:07:49Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-501244372', 'author': {'login': 'pali'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-07-03T05:46:28Z', 'updatedAt': '2019-07-03T05:46:28Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-507947573', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-07-19T09:47:03Z', 'updatedAt': '2019-07-19T09:47:03Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-513167705', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-07-19T09:47:18Z', 'updatedAt': '2019-07-19T09:47:18Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-513167794', 'author': {'login': 'pali'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-19T10:45:03Z', 'updatedAt': '2019-07-19T10:45:20Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-513183965', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-07-19T11:37:45Z', 'updatedAt': '2019-07-19T11:37:45Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-513197236', 'author': {'login': 'pali'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-22T09:46:49Z', 'updatedAt': '2019-07-22T09:46:49Z', 'url': 'https://github.com/MariaDB/server/pull/1327#issuecomment-513721819', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
105,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg2MDgxOTQ4,Minor Galera MTR test fixes,https://github.com/MariaDB/server/pull/1326,2019-06-07T07:47:21Z,2019-06-07T10:54:17Z,2019-06-07T10:54:17Z,{'edges': []},1326,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '4e0c6139b2e46aa2e590116535c68f15f74cd7dd'},{'edges': []},MariaDB,server
106,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg1NDU0MjEz,MDEV-6521: Update server HELP contents,https://github.com/MariaDB/server/pull/1325,2019-06-05T16:27:18Z,2019-06-25T09:46:29Z,2019-06-25T09:46:29Z,{'edges': []},1325,CONTRIBUTOR,iangilfillan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-10T11:53:38Z', 'updatedAt': '2019-06-10T11:53:38Z', 'url': 'https://github.com/MariaDB/server/pull/1325#issuecomment-500389878', 'author': {'login': 'iangilfillan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-23T15:12:15Z', 'updatedAt': '2019-06-23T15:25:07Z', 'url': 'https://github.com/MariaDB/server/pull/1325#issuecomment-504760805', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-25T09:46:29Z', 'updatedAt': '2019-06-25T09:46:29Z', 'url': 'https://github.com/MariaDB/server/pull/1325#issuecomment-505371074', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
107,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg0MzI4MTg2,Deb: Make commands 'mariadb' and 'mariadbcheck' available via symlinks,https://github.com/MariaDB/server/pull/1324,2019-06-02T09:14:31Z,2019-06-05T06:49:11Z,2019-06-05T06:44:16Z,{'edges': []},1324,CONTRIBUTOR,ottok,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T08:07:04Z', 'updatedAt': '2019-06-03T08:07:04Z', 'url': 'https://github.com/MariaDB/server/pull/1324#issuecomment-498155836', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T08:21:59Z', 'updatedAt': '2019-06-03T08:21:59Z', 'url': 'https://github.com/MariaDB/server/pull/1324#issuecomment-498160500', 'author': {'login': 'montywi'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-04T11:53:01Z', 'updatedAt': '2019-06-04T11:53:01Z', 'url': 'https://github.com/MariaDB/server/pull/1324#issuecomment-498639378', 'author': {'login': 'rasmushoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-04T18:26:28Z', 'updatedAt': '2019-06-04T18:26:28Z', 'url': 'https://github.com/MariaDB/server/pull/1324#issuecomment-498788028', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-05T06:44:16Z', 'updatedAt': '2019-06-05T06:44:16Z', 'url': 'https://github.com/MariaDB/server/pull/1324#issuecomment-498959305', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-05T06:49:10Z', 'updatedAt': '2019-06-05T06:49:10Z', 'url': 'https://github.com/MariaDB/server/pull/1324#issuecomment-498960475', 'author': {'login': 'rasmushoj'}}}]}",MariaDB,server
108,MERGED,MDExOlB1bGxSZXF1ZXN0Mjg0MzI3ODY4,MDEV-19694 - Deb: Implement proper version detection in maintainer scripts,https://github.com/MariaDB/server/pull/1323,2019-06-02T09:08:59Z,2019-09-18T13:10:06Z,2019-09-18T13:10:06Z,{'edges': []},1323,CONTRIBUTOR,ottok,{'login': 'ottok'},{'oid': '13c2fd36c18cbd23ae33bba538982ebceae04ac6'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-02T17:39:31Z', 'updatedAt': '2019-06-02T17:39:31Z', 'url': 'https://github.com/MariaDB/server/pull/1323#issuecomment-498050739', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-04T18:19:49Z', 'updatedAt': '2019-06-04T18:19:49Z', 'url': 'https://github.com/MariaDB/server/pull/1323#issuecomment-498785540', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-07-19T16:22:57Z', 'updatedAt': '2019-09-18T07:59:20Z', 'url': 'https://github.com/MariaDB/server/pull/1323#issuecomment-513290864', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-07-20T08:31:42Z', 'updatedAt': '2019-07-20T08:31:42Z', 'url': 'https://github.com/MariaDB/server/pull/1323#issuecomment-513448667', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-08-22T10:22:20Z', 'updatedAt': '2019-08-22T10:22:20Z', 'url': 'https://github.com/MariaDB/server/pull/1323#issuecomment-523844047', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-12T12:43:58Z', 'updatedAt': '2019-09-12T12:43:58Z', 'url': 'https://github.com/MariaDB/server/pull/1323#issuecomment-530807343', 'author': {'login': 'ottok'}}}]}",MariaDB,server
109,CLOSED,MDExOlB1bGxSZXF1ZXN0Mjg0MzI3ODMx,MDEV-19693 - Deb: Purge unused debconf translations,https://github.com/MariaDB/server/pull/1322,2019-06-02T09:08:24Z,2019-06-10T06:32:30Z,2019-06-10T06:32:30Z,{'edges': []},1322,CONTRIBUTOR,ottok,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-04T18:06:49Z', 'updatedAt': '2019-06-04T18:06:49Z', 'url': 'https://github.com/MariaDB/server/pull/1322#issuecomment-498780904', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-04T18:07:38Z', 'updatedAt': '2019-06-04T18:07:38Z', 'url': 'https://github.com/MariaDB/server/pull/1322#issuecomment-498781195', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-10T06:32:30Z', 'updatedAt': '2019-06-10T06:32:30Z', 'url': 'https://github.com/MariaDB/server/pull/1322#issuecomment-500307556', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
