,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,comments,org,repo
25,MERGED,MDExOlB1bGxSZXF1ZXN0MzM2NzIwNzc0,MDEV-20981 wsrep_sst_mariabackup fails silently when mariabackup is n…,https://github.com/MariaDB/server/pull/1406,2019-11-05T11:04:06Z,2019-11-08T07:03:50Z,2019-11-08T07:03:50Z,{'edges': []},1406,CONTRIBUTOR,hholzgra,{'login': 'janlindstrom'},{'oid': 'c4a844ca5143080426f92ef9de3f0a069a764d53'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-11-05T11:04:50Z', 'updatedAt': '2019-11-05T11:04:50Z', 'url': 'https://github.com/MariaDB/server/pull/1406#issuecomment-549775760', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
26,CLOSED,MDExOlB1bGxSZXF1ZXN0MzM2NTExODA0,MDEV-20972: `or` alterative operator breaking windows build,https://github.com/MariaDB/server/pull/1405,2019-11-04T22:32:31Z,2019-11-22T10:37:10Z,2019-11-22T10:37:10Z,{'edges': [{'node': {'name': 'license-mca'}}]},1405,CONTRIBUTOR,Shelnutt2,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-11-04T22:32:49Z', 'updatedAt': '2019-11-06T07:29:57Z', 'url': 'https://github.com/MariaDB/server/pull/1405#issuecomment-549578168', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-22T10:37:10Z', 'updatedAt': '2019-11-22T10:37:10Z', 'url': 'https://github.com/MariaDB/server/pull/1405#issuecomment-557481894', 'author': {'login': 'an3l'}}}]}",MariaDB,server
27,MERGED,MDExOlB1bGxSZXF1ZXN0MzMzNDkzMjk4,MDEV-17099 Preliminary changes for Galera XA support,https://github.com/MariaDB/server/pull/1404,2019-10-29T08:39:44Z,2019-10-30T08:45:23Z,2019-10-30T08:45:23Z,{'edges': []},1404,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': 'f4ba775914d9d997d3a0116a05d09f1a34c28707'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-29T08:40:30Z', 'updatedAt': '2019-10-29T08:46:11Z', 'url': 'https://github.com/MariaDB/server/pull/1404#issuecomment-547313865', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
28,CLOSED,MDExOlB1bGxSZXF1ZXN0MzMxNTI3MzU2,Fixed some typos in mysql.cc,https://github.com/MariaDB/server/pull/1403,2019-10-23T12:57:16Z,2019-11-22T14:23:04Z,2019-11-22T14:23:04Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1403,CONTRIBUTOR,hashirsarwar,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-23T13:18:38Z', 'updatedAt': '2019-10-23T13:18:38Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-545439141', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-23T13:39:42Z', 'updatedAt': '2019-10-23T13:39:42Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-545448856', 'author': {'login': 'hashirsarwar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-24T09:05:14Z', 'updatedAt': '2019-10-24T09:05:14Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-545822171', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-24T09:53:11Z', 'updatedAt': '2019-10-24T09:53:11Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-545841879', 'author': {'login': 'hashirsarwar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-24T09:54:23Z', 'updatedAt': '2019-10-24T09:55:07Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-545842320', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-24T10:00:57Z', 'updatedAt': '2019-10-24T10:00:57Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-545844815', 'author': {'login': 'hashirsarwar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-22T14:23:04Z', 'updatedAt': '2019-11-22T14:23:04Z', 'url': 'https://github.com/MariaDB/server/pull/1403#issuecomment-557550335', 'author': {'login': 'an3l'}}}]}",MariaDB,server
29,CLOSED,MDExOlB1bGxSZXF1ZXN0MzMxNTIyOTI2,Fixed some typos in mysql.cc,https://github.com/MariaDB/server/pull/1402,2019-10-23T12:47:31Z,2019-10-23T12:52:23Z,2019-10-23T12:52:23Z,{'edges': []},1402,CONTRIBUTOR,hashirsarwar,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-23T12:47:43Z', 'updatedAt': '2019-10-23T12:49:56Z', 'url': 'https://github.com/MariaDB/server/pull/1402#issuecomment-545426738', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
30,MERGED,MDExOlB1bGxSZXF1ZXN0MzI5NzA2NDY1,MDEV-17099 Preliminary changes for Galera XA support,https://github.com/MariaDB/server/pull/1401,2019-10-18T12:10:19Z,2019-10-24T11:05:33Z,2019-10-24T11:05:33Z,{'edges': []},1401,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '2b5f4b3ed68585b310b7ebede474928ff90d9aa2'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-18T12:10:53Z', 'updatedAt': '2019-10-18T12:16:05Z', 'url': 'https://github.com/MariaDB/server/pull/1401#issuecomment-543706482', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
31,MERGED,MDExOlB1bGxSZXF1ZXN0MzI4MTE0OTkw,MDEV-6860 Parallel async replication hangs,https://github.com/MariaDB/server/pull/1400,2019-10-15T07:14:38Z,2019-10-16T04:51:36Z,2019-10-16T04:51:36Z,{'edges': []},1400,CONTRIBUTOR,sjaakola,{'login': 'janlindstrom'},{'oid': '421d52e89627d85794d7e8e4b70216b14f384178'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-15T07:15:16Z', 'updatedAt': '2019-10-15T08:07:06Z', 'url': 'https://github.com/MariaDB/server/pull/1400#issuecomment-542073835', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
32,OPEN,MDExOlB1bGxSZXF1ZXN0MzI4MDY2Mjg3,MDEV-16662: cmake remove empty INSTALL_DEBUG_TARGET,https://github.com/MariaDB/server/pull/1399,2019-10-15T04:13:47Z,2019-10-15T07:53:22Z,,{'edges': []},1399,CONTRIBUTOR,grooverdan,,,{'edges': []},MariaDB,server
33,OPEN,MDExOlB1bGxSZXF1ZXN0MzI4MDY2MTA4,MDEV-16662: cmake: CMP0026 compatible for dtrace,https://github.com/MariaDB/server/pull/1398,2019-10-15T04:12:57Z,2019-10-15T07:52:19Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1398,CONTRIBUTOR,grooverdan,,,{'edges': []},MariaDB,server
34,MERGED,MDExOlB1bGxSZXF1ZXN0MzI2MTY5NTY3,Fix build on !glibc/powerpc*,https://github.com/MariaDB/server/pull/1397,2019-10-09T10:01:26Z,2019-11-02T14:25:13Z,2019-11-02T14:25:13Z,{'edges': [{'node': {'name': 'license-mca'}}]},1397,CONTRIBUTOR,pkubaj,{'login': 'svoj'},{'oid': 'eb56339b6656da991aa2e25de4d6f655f0bbe213'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-09T10:01:41Z', 'updatedAt': '2019-10-09T10:02:58Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-539932051', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-10T12:41:17Z', 'updatedAt': '2019-10-10T12:41:17Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-540554602', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-11T03:55:28Z', 'updatedAt': '2019-10-11T03:55:28Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-540890819', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-11T09:15:52Z', 'updatedAt': '2019-10-11T09:15:52Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-540986010', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-12T15:38:00Z', 'updatedAt': '2019-10-12T15:38:00Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-541335858', 'author': {'login': 'pkubaj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-14T00:18:41Z', 'updatedAt': '2019-10-14T00:18:41Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-541473567', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-16T09:59:47Z', 'updatedAt': '2019-10-16T09:59:47Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-542626285', 'author': {'login': 'pkubaj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-17T00:22:46Z', 'updatedAt': '2019-10-17T00:22:46Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-542943840', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-17T09:43:28Z', 'updatedAt': '2019-10-17T09:43:38Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-543095341', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-02T14:25:07Z', 'updatedAt': '2019-11-02T14:25:07Z', 'url': 'https://github.com/MariaDB/server/pull/1397#issuecomment-549048421', 'author': {'login': 'svoj'}}}]}",MariaDB,server
35,MERGED,MDExOlB1bGxSZXF1ZXN0MzI1NDE4MzIz,MDEV-20767 writable-string error on OSX with 10.4.8,https://github.com/MariaDB/server/pull/1396,2019-10-07T17:47:16Z,2019-10-09T04:21:22Z,2019-10-09T04:20:35Z,{'edges': [{'node': {'name': 'license-mca'}}]},1396,CONTRIBUTOR,Shelnutt2,{'login': 'cvicentiu'},{'oid': 'b1ac1742791ad72695f76cab27e45b3f37cc39bc'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-07T17:47:21Z', 'updatedAt': '2019-10-09T04:13:14Z', 'url': 'https://github.com/MariaDB/server/pull/1396#issuecomment-539127124', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-08T16:30:17Z', 'updatedAt': '2019-10-08T16:30:17Z', 'url': 'https://github.com/MariaDB/server/pull/1396#issuecomment-539595584', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-08T16:42:31Z', 'updatedAt': '2019-10-08T16:42:31Z', 'url': 'https://github.com/MariaDB/server/pull/1396#issuecomment-539600470', 'author': {'login': 'Shelnutt2'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-09T04:21:09Z', 'updatedAt': '2019-10-09T04:21:09Z', 'url': 'https://github.com/MariaDB/server/pull/1396#issuecomment-539820770', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server
36,OPEN,MDExOlB1bGxSZXF1ZXN0MzIyODY5ODc0,MDEV-20329 Fix S3 engine OpenSSL race,https://github.com/MariaDB/server/pull/1395,2019-09-30T16:29:29Z,2019-12-16T23:38:05Z,,{'edges': []},1395,FIRST_TIME_CONTRIBUTOR,LinuxJedi,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-30T16:29:41Z', 'updatedAt': '2019-09-30T16:34:58Z', 'url': 'https://github.com/MariaDB/server/pull/1395#issuecomment-536642006', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
37,MERGED,MDExOlB1bGxSZXF1ZXN0MzIyMDM3ODE0,MDEV-20225 BF aborting SP execution,https://github.com/MariaDB/server/pull/1394,2019-09-27T07:36:47Z,2019-10-15T08:07:10Z,2019-10-01T07:41:34Z,{'edges': []},1394,CONTRIBUTOR,sjaakola,{'login': 'janlindstrom'},{'oid': 'c42c4233cbc03656ac42e87481743c0a77d0a279'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-27T07:37:41Z', 'updatedAt': '2019-10-15T08:07:10Z', 'url': 'https://github.com/MariaDB/server/pull/1394#issuecomment-535828574', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-01T07:41:13Z', 'updatedAt': '2019-10-01T07:41:13Z', 'url': 'https://github.com/MariaDB/server/pull/1394#issuecomment-536911612', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
38,MERGED,MDExOlB1bGxSZXF1ZXN0MzIxOTQ1MDEw,MDEV-20684: innodb: use madvise CORE/NOCORE on FreeBSD for selective large allocations,https://github.com/MariaDB/server/pull/1393,2019-09-26T23:30:27Z,2019-10-02T16:23:58Z,2019-10-02T16:00:07Z,{'edges': [{'node': {'name': 'license-mca'}}]},1393,CONTRIBUTOR,grooverdan,{'login': 'svoj'},{'oid': '716c748f97d8f7cb7caaf39dd7b9cdaf79b2229a'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-27T07:15:11Z', 'updatedAt': '2019-09-27T07:15:11Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-535821418', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-30T03:20:43Z', 'updatedAt': '2019-09-30T03:20:43Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-536385306', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-30T08:40:55Z', 'updatedAt': '2019-09-30T08:40:55Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-536463237', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-30T22:14:54Z', 'updatedAt': '2019-09-30T22:14:54Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-536774637', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-02T07:09:45Z', 'updatedAt': '2019-10-02T07:09:45Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-537366456', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-02T16:00:12Z', 'updatedAt': '2019-10-02T16:00:12Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-537561767', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-02T16:23:58Z', 'updatedAt': '2019-10-02T16:23:58Z', 'url': 'https://github.com/MariaDB/server/pull/1393#issuecomment-537571743', 'author': {'login': 'svoj'}}}]}",MariaDB,server
39,OPEN,MDExOlB1bGxSZXF1ZXN0MzIxOTQzNTIw,MDEV-20685: 10.4 solaris compile fix,https://github.com/MariaDB/server/pull/1392,2019-09-26T23:22:42Z,2020-01-14T12:34:12Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1392,CONTRIBUTOR,grooverdan,,,{'edges': []},MariaDB,server
40,OPEN,MDExOlB1bGxSZXF1ZXN0MzIwMTI2MTkz,MDEV-20686: mysys: remove windac my_security_attr_create,https://github.com/MariaDB/server/pull/1391,2019-09-23T04:37:22Z,2019-12-12T04:51:43Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1391,CONTRIBUTOR,grooverdan,,,{'edges': []},MariaDB,server
41,CLOSED,MDExOlB1bGxSZXF1ZXN0MzE4MDMxNDgx,Update mysqld_safe.sh,https://github.com/MariaDB/server/pull/1390,2019-09-16T19:39:58Z,2019-09-20T22:59:46Z,2019-09-20T22:59:46Z,{'edges': [{'node': {'name': 'license-mca'}}]},1390,CONTRIBUTOR,rantal,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-20T22:59:46Z', 'updatedAt': '2019-09-20T22:59:46Z', 'url': 'https://github.com/MariaDB/server/pull/1390#issuecomment-533737451', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server
42,CLOSED,MDExOlB1bGxSZXF1ZXN0MzE3OTkyMzYz,MDEV-20596 Fix build error with newer cmake,https://github.com/MariaDB/server/pull/1389,2019-09-16T17:49:58Z,2019-09-20T03:44:54Z,2019-09-20T03:44:25Z,{'edges': [{'node': {'name': 'license-mca'}}]},1389,CONTRIBUTOR,nismoryco,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-16T17:50:04Z', 'updatedAt': '2019-09-16T17:52:32Z', 'url': 'https://github.com/MariaDB/server/pull/1389#issuecomment-531884746', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-20T03:44:25Z', 'updatedAt': '2019-09-20T03:44:25Z', 'url': 'https://github.com/MariaDB/server/pull/1389#issuecomment-533392826', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server
43,CLOSED,MDExOlB1bGxSZXF1ZXN0MzE3OTUwOTI5,Update mysqld_multi.sh,https://github.com/MariaDB/server/pull/1388,2019-09-16T15:56:42Z,2019-10-29T18:23:53Z,2019-09-24T08:49:20Z,{'edges': [{'node': {'name': 'license-mca'}}]},1388,CONTRIBUTOR,rantal,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-16T15:56:45Z', 'updatedAt': '2019-09-16T17:54:56Z', 'url': 'https://github.com/MariaDB/server/pull/1388#issuecomment-531840966', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-17T05:57:32Z', 'updatedAt': '2019-09-23T04:48:48Z', 'url': 'https://github.com/MariaDB/server/pull/1388#issuecomment-532071569', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-20T23:07:53Z', 'updatedAt': '2019-09-20T23:07:53Z', 'url': 'https://github.com/MariaDB/server/pull/1388#issuecomment-533739199', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-24T08:49:20Z', 'updatedAt': '2019-10-22T09:12:17Z', 'url': 'https://github.com/MariaDB/server/pull/1388#issuecomment-534459957', 'author': {'login': 'an3l'}}}]}",MariaDB,server
44,CLOSED,MDExOlB1bGxSZXF1ZXN0MzE2ODM0MzE5,Fix spelling mistakes in MyISAM code comments,https://github.com/MariaDB/server/pull/1387,2019-09-12T10:18:46Z,2019-09-20T04:22:06Z,2019-09-20T04:22:05Z,{'edges': []},1387,CONTRIBUTOR,iangilfillan,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-20T04:22:05Z', 'updatedAt': '2019-09-20T04:22:05Z', 'url': 'https://github.com/MariaDB/server/pull/1387#issuecomment-533399060', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server
45,MERGED,MDExOlB1bGxSZXF1ZXN0MzE2NDI0NTc2,MDEV-20561 Galera node shutdown fails in non-Primary,https://github.com/MariaDB/server/pull/1386,2019-09-11T12:31:51Z,2019-09-13T08:07:14Z,2019-09-13T06:18:11Z,{'edges': []},1386,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '40beeb1402e1bf443eadb2986fd87cd3f0e9ff24'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-11T12:37:14Z', 'updatedAt': '2019-09-11T12:44:48Z', 'url': 'https://github.com/MariaDB/server/pull/1386#issuecomment-530360816', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
46,CLOSED,MDExOlB1bGxSZXF1ZXN0MzE1OTU4ODg1,MDEV-19887: Document --copy-s3-tables option on mysqldump man page,https://github.com/MariaDB/server/pull/1385,2019-09-10T12:01:30Z,2019-09-12T10:25:39Z,2019-09-12T10:25:39Z,{'edges': []},1385,CONTRIBUTOR,iangilfillan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-12T10:25:38Z', 'updatedAt': '2019-09-12T10:25:38Z', 'url': 'https://github.com/MariaDB/server/pull/1385#issuecomment-530764227', 'author': {'login': 'an3l'}}}]}",MariaDB,server
47,CLOSED,MDExOlB1bGxSZXF1ZXN0MzEzMDA5OTEx,MDEV-10014: Add RETURNING to INSERT,https://github.com/MariaDB/server/pull/1384,2019-09-01T07:18:37Z,2019-10-14T08:42:24Z,2019-10-14T08:42:24Z,{'edges': []},1384,CONTRIBUTOR,rucha174,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-01T07:18:55Z', 'updatedAt': '2019-09-21T12:39:58Z', 'url': 'https://github.com/MariaDB/server/pull/1384#issuecomment-526893995', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
48,CLOSED,MDExOlB1bGxSZXF1ZXN0MzExMDgxODY5,Update server.cnf section to mariadb-10.5,https://github.com/MariaDB/server/pull/1383,2019-08-26T20:34:01Z,2019-09-02T12:58:35Z,2019-09-02T12:58:34Z,{'edges': []},1383,CONTRIBUTOR,iangilfillan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-02T12:58:34Z', 'updatedAt': '2019-09-02T12:58:34Z', 'url': 'https://github.com/MariaDB/server/pull/1383#issuecomment-527139228', 'author': {'login': 'an3l'}}}]}",MariaDB,server
49,OPEN,MDExOlB1bGxSZXF1ZXN0MzExMDM5MjA3,MDEV-5092 Implement UPDATE with result set,https://github.com/MariaDB/server/pull/1382,2019-08-26T18:50:12Z,2019-12-16T23:38:06Z,,{'edges': []},1382,FIRST_TIME_CONTRIBUTOR,Mup0c,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-08-26T18:50:32Z', 'updatedAt': '2019-08-27T11:14:56Z', 'url': 'https://github.com/MariaDB/server/pull/1382#issuecomment-524982596', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
50,OPEN,MDExOlB1bGxSZXF1ZXN0MzEwOTg0MzM3,MDEV-6017: Add support for Indexes on Expressions,https://github.com/MariaDB/server/pull/1381,2019-08-26T16:15:17Z,2019-12-16T23:38:06Z,,{'edges': []},1381,FIRST_TIME_CONTRIBUTOR,ZeroICQ,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-08-26T16:15:34Z', 'updatedAt': '2019-10-01T00:04:03Z', 'url': 'https://github.com/MariaDB/server/pull/1381#issuecomment-524924550', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
51,OPEN,MDExOlB1bGxSZXF1ZXN0MzEwOTU5OTg1,MDEV-20257 Fix crash in Grant_table_base::init_read_record,https://github.com/MariaDB/server/pull/1380,2019-08-26T15:11:27Z,2019-08-30T14:08:03Z,,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1380,MEMBER,robertbindar,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-08-26T15:11:36Z', 'updatedAt': '2019-08-30T14:08:03Z', 'url': 'https://github.com/MariaDB/server/pull/1380#issuecomment-524899894', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
52,CLOSED,MDExOlB1bGxSZXF1ZXN0MzEwNjIzMTYw,MDEV-19831 find_select_handler() now tries its best to find a handlerton that is able to processes the whole query.,https://github.com/MariaDB/server/pull/1379,2019-08-24T15:46:36Z,2019-10-31T07:28:39Z,2019-08-24T17:38:04Z,{'edges': []},1379,NONE,drrtuy,,,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-08-24T15:46:40Z', 'updatedAt': '2019-08-24T15:52:04Z', 'url': 'https://github.com/MariaDB/server/pull/1379#issuecomment-524560751', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
53,MERGED,MDExOlB1bGxSZXF1ZXN0MzEwNjEwMjEw,MDEV-18844 Implement EXCEPT ALL and INTERSECT ALL operations,https://github.com/MariaDB/server/pull/1378,2019-08-24T13:50:42Z,2019-09-01T07:38:57Z,2019-09-01T07:38:57Z,{'edges': []},1378,CONTRIBUTOR,waynexia,{'login': 'igorbabaev'},{'oid': 'a896bebfa6d00b0bb7685956196a7977d9273652'},"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-08-24T13:50:45Z', 'updatedAt': '2019-08-24T15:57:48Z', 'url': 'https://github.com/MariaDB/server/pull/1378#issuecomment-524551801', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
